Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8460           6.5946      -2.8294       9.4240   900.1
0.8470           6.6229      -2.7992       9.4221   899.9
0.8480           6.5871      -2.7616       9.3487   892.9
0.8490           6.5480      -2.7185       9.2665   885.0
0.8500           6.5377      -2.6696       9.2073   879.4
0.8510           6.4988      -2.6165       9.1153   870.6
0.8520           6.4880      -2.5595       9.0475   864.1
0.8530           6.4873      -2.5011       8.9885   858.5
0.8540           6.4864      -2.4422       8.9286   852.8
0.8550           6.5056      -2.3853       8.8909   849.2
0.8560           6.4983      -2.3320       8.8304   843.4
0.8570           6.4754      -2.2833       8.7587   836.5
0.8580           6.4994      -2.2404       8.7398   834.7
0.8590           6.4938      -2.2045       8.6983   830.8
0.8600           6.5132      -2.1757       8.6889   829.9
0.8610           6.5286      -2.1557       8.6842   829.4
0.8620           6.5012      -2.1443       8.6455   825.7
0.8630           6.5057      -2.1410       8.6467   825.8
0.8640           6.4667      -2.1458       8.6125   822.6
0.8650           6.4223      -2.1588       8.5811   819.6
0.8660           6.4077      -2.1812       8.5889   820.3
0.8670           6.4169      -2.2129       8.6299   824.2
0.8680           6.3984      -2.2513       8.6497   826.1
0.8690           6.3716      -2.2984       8.6700   828.1
0.8700           6.3175      -2.3531       8.6707   828.1
0.8710           6.3282      -2.4152       8.7434   835.1
0.8720           6.3347      -2.4839       8.8186   842.3
0.8730           6.3307      -2.5566       8.8873   848.8
0.8740           6.3016      -2.6333       8.9349   853.4
0.8750           6.2275      -2.7122       8.9397   853.8
0.8760           6.2493      -2.7905       9.0399   863.4
0.8770           6.2600      -2.8692       9.1292   871.9
0.8780           6.2641      -2.9473       9.2115   879.8
0.8790           6.2552      -3.0240       9.2793   886.3
0.8800           6.2346      -3.0984       9.3330   891.4
0.8810           6.1965      -3.1708       9.3673   894.7
0.8820           6.1982      -3.2395       9.4377   901.4
0.8830           6.1595      -3.3037       9.4632   903.8
0.8840           6.1623      -3.3634       9.5257   909.8
0.8850           6.1172      -3.4190       9.5362   910.8
0.8860           6.1588      -3.4703       9.6291   919.7
0.8870           6.1275      -3.5175       9.6450   921.2
0.8880           6.1240      -3.5608       9.6848   925.0
0.8890           6.0765      -3.6000       9.6765   924.2
0.8900           6.0496      -3.6348       9.6844   925.0
0.8910           6.0623      -3.6660       9.7284   929.2
0.8920           6.0533      -3.6934       9.7467   930.9
0.8930           6.0101      -3.7168       9.7269   929.0
0.8940           5.9409      -3.7360       9.6769   924.2
0.8950           5.8791      -3.7514       9.6305   919.8
0.8960           5.8656      -3.7637       9.6293   919.7
0.8970           5.8776      -3.7729       9.6505   921.7
0.8980           5.8413      -3.7816       9.6229   919.1
0.8990           5.8651      -3.7901       9.6552   922.2
0.9000           5.8652      -3.7997       9.6649   923.1
0.9010           5.7968      -3.8112       9.6079   917.7
0.9020           5.7848      -3.8257       9.6105   917.9
0.9030           5.7923      -3.8444       9.6367   920.4
0.9040           5.7519      -3.8666       9.6185   918.7
0.9050           5.7313      -3.8933       9.6247   919.3
0.9060           5.7574      -3.9238       9.6812   924.7
0.9070           5.7226      -3.9577       9.6804   924.6
0.9080           5.7087      -3.9935       9.7022   926.7
0.9090           5.6345      -4.0296       9.6642   923.0
0.9100           5.6259      -4.0658       9.6917   925.7
0.9110           5.5979      -4.0999       9.6978   926.2
0.9120           5.5653      -4.1309       9.6961   926.1
0.9130           5.5664      -4.1574       9.7238   928.7
0.9140           5.5409      -4.1783       9.7191   928.3
0.9150           5.5514      -4.1930       9.7443   930.7
0.9160           5.5027      -4.2016       9.7042   926.9
0.9170           5.5377      -4.2037       9.7414   930.4
0.9180           5.4390      -4.2002       9.6392   920.6
0.9190           5.4841      -4.1908       9.6750   924.1
0.9200           5.4699      -4.1755       9.6454   921.2
0.9210           5.4090      -4.1545       9.5636   913.4
0.9220           5.4215      -4.1284       9.5499   912.1
0.9230           5.3987      -4.0977       9.4965   907.0
0.9240           5.3973      -4.0625       9.4598   903.5
0.9250           5.4171      -4.0232       9.4403   901.6
0.9260           5.4367      -3.9804       9.4171   899.4
0.9270           5.4532      -3.9343       9.3875   896.6
0.9280           5.4368      -3.8860       9.3229   890.4
0.9290           5.3630      -3.8356       9.1987   878.6
0.9300           5.3209      -3.7839       9.1048   869.6
0.9310           5.2981      -3.7314       9.0295   862.4
0.9320           5.2986      -3.6793       8.9779   857.5
0.9330           5.2677      -3.6280       8.8957   849.6
0.9340           5.2428      -3.5778       8.8207   842.5
0.9350           5.1893      -3.5299       8.7192   832.8
0.9360           5.1556      -3.4857       8.6413   825.3
0.9370           5.1654      -3.4441       8.6095   822.3
0.9380           5.1421      -3.4051       8.5472   816.4
0.9390           5.1459      -3.3679       8.5137   813.1
0.9400           5.1312      -3.3317       8.4630   808.3
0.9410           5.1195      -3.2987       8.4182   804.0
0.9420           5.1164      -3.2688       8.3852   800.9
0.9430           5.1105      -3.2425       8.3530   797.8
0.9440           5.0798      -3.2200       8.2998   792.7
0.9450           5.0750      -3.2005       8.2755   790.4
0.9460           5.1092      -3.1854       8.2947   792.2
0.9470           5.0980      -3.1751       8.2732   790.2
0.9480           5.0644      -3.1685       8.2329   786.3
0.9490           5.0556      -3.1670       8.2226   785.3
0.9500           5.0547      -3.1695       8.2242   785.5
0.9510           5.0064      -3.1758       8.1822   781.5
0.9520           4.9969      -3.1876       8.1845   781.7
0.9530           4.9572      -3.2054       8.1626   779.6
0.9540           4.9478      -3.2292       8.1770   781.0
0.9550           4.9318      -3.2578       8.1896   782.2
0.9560           4.9389      -3.2907       8.2296   786.0
0.9570           4.9314      -3.3275       8.2589   788.8
0.9580           4.9288      -3.3668       8.2955   792.3
0.9590           4.8768      -3.4076       8.2843   791.2
0.9600           4.9029      -3.4484       8.3514   797.6
0.9610           4.9155      -3.4891       8.4045   802.7
0.9620           4.9227      -3.5280       8.4507   807.1
0.9630           4.8846      -3.5654       8.4500   807.1
0.9640           4.8915      -3.6011       8.4926   811.1
0.9650           4.8630      -3.6342       8.4973   811.6
0.9660           4.8267      -3.6642       8.4909   811.0
0.9670           4.8231      -3.6907       8.5138   813.2
0.9680           4.7711      -3.7143       8.4854   810.4
0.9690           4.7369      -3.7351       8.4721   809.2
0.9700           4.7226      -3.7516       8.4742   809.4
0.9710           4.7675      -3.7647       8.5323   814.9
0.9720           4.7265      -3.7753       8.5019   812.0
0.9730           4.7633      -3.7837       8.5470   816.3
0.9740           4.7944      -3.7897       8.5841   819.9
0.9750           4.8103      -3.7926       8.6029   821.7
0.9760           4.8304      -3.7927       8.6231   823.6
0.9770           4.8573      -3.7891       8.6464   825.8
0.9780           4.8230      -3.7828       8.6058   821.9
0.9790           4.7830      -3.7742       8.5572   817.3
0.9800           4.7236      -3.7625       8.4860   810.5
0.9810           4.7588      -3.7479       8.5067   812.5
0.9820           4.7062      -3.7311       8.4373   805.9
0.9830           4.6874      -3.7125       8.3998   802.3
0.9840           4.6644      -3.6916       8.3560   798.1
0.9850           4.6348      -3.6686       8.3034   793.1
0.9860           4.6138      -3.6434       8.2572   788.6
0.9870           4.6022      -3.6159       8.2181   784.9
0.9880           4.5356      -3.5867       8.1223   775.8
0.9890           4.5366      -3.5552       8.0918   772.8
0.9900           4.5361      -3.5221       8.0582   769.6
0.9910           4.4887      -3.4870       7.9757   761.8
0.9920           4.4198      -3.4500       7.8698   751.6
0.9930           4.3955      -3.4120       7.8075   745.7
0.9940           4.3838      -3.3729       7.7567   740.8
0.9950           4.3602      -3.3330       7.6933   734.8
0.9960           4.3208      -3.2938       7.6146   727.3
0.9970           4.2981      -3.2556       7.5537   721.5
0.9980           4.2653      -3.2192       7.4845   714.9
0.9990           4.2445      -3.1856       7.4301   709.7
1.0000           4.2499      -3.1552       7.4051   707.3
1.0010           4.2575      -3.1278       7.3853   705.4
1.0020           4.2607      -3.1033       7.3639   703.3
1.0030           4.2445      -3.0821       7.3267   699.8
1.0040           4.2129      -3.0638       7.2767   695.0
1.0050           4.2337      -3.0482       7.2819   695.5
1.0060           4.1948      -3.0358       7.2306   690.6
1.0070           4.1849      -3.0265       7.2114   688.8
1.0080           4.1830      -3.0199       7.2029   688.0
1.0090           4.1659      -3.0158       7.1817   685.9
1.0100           4.1612      -3.0139       7.1751   685.3
1.0110           4.1325      -3.0146       7.1470   682.6
1.0120           4.1426      -3.0157       7.1583   683.7
1.0130           4.1706      -3.0193       7.1899   686.7
1.0140           4.1340      -3.0268       7.1609   683.9
1.0150           4.1325      -3.0378       7.1703   684.8
1.0160           4.1513      -3.0535       7.2048   688.1
1.0170           4.1525      -3.0728       7.2253   690.1
1.0180           4.1636      -3.0957       7.2593   693.3
1.0190           4.1386      -3.1223       7.2608   693.5
1.0200           4.1491      -3.1527       7.3018   697.4
1.0210           4.0926      -3.1859       7.2785   695.2
1.0220           4.0384      -3.2213       7.2597   693.4
1.0230           4.0531      -3.2576       7.3107   698.2
1.0240           4.0450      -3.2945       7.3395   701.0
1.0250           3.9963      -3.3297       7.3260   699.7
1.0260           4.0019      -3.3629       7.3648   703.4
1.0270           3.9884      -3.3930       7.3814   705.0
1.0280           3.9942      -3.4183       7.4125   708.0
1.0290           3.9384      -3.4395       7.3779   704.7
1.0300           3.9229      -3.4560       7.3789   704.8
1.0310           3.8987      -3.4672       7.3660   703.5
1.0320           3.9025      -3.4732       7.3758   704.5
1.0330           3.9383      -3.4745       7.4128   708.0
1.0340           3.9137      -3.4711       7.3847   705.3
1.0350           3.8926      -3.4623       7.3549   702.5
1.0360           3.9007      -3.4494       7.3501   702.0
1.0370           3.8081      -3.4326       7.2407   691.6
1.0380           3.7651      -3.4129       7.1780   685.6
1.0390           3.7843      -3.3906       7.1749   685.3
1.0400           3.7650      -3.3669       7.1319   681.2
1.0410           3.7313      -3.3411       7.0724   675.5
1.0420           3.7291      -3.3136       7.0427   672.7
1.0430           3.7394      -3.2859       7.0253   671.0
1.0440           3.7022      -3.2577       6.9599   664.7
1.0450           3.6924      -3.2311       6.9235   661.3
1.0460           3.6794      -3.2064       6.8859   657.7
1.0470           3.6484      -3.1851       6.8335   652.7
1.0480           3.6056      -3.1689       6.7745   647.0
1.0490           3.6182      -3.1610       6.7792   647.5
1.0500           3.6077      -3.1623       6.7700   646.6
1.0510           3.5729      -3.1742       6.7471   644.4
1.0520           3.5893      -3.1989       6.7881   648.3
1.0530           3.5950      -3.2372       6.8323   652.6
1.0540           3.5713      -3.2892       6.8605   655.2
1.0550           3.5571      -3.3532       6.9103   660.0
1.0560           3.5236      -3.4282       6.9518   664.0
1.0570           3.4693      -3.5125       6.9818   666.8
1.0580           3.5151      -3.6054       7.1205   680.1
1.0590           3.5293      -3.7051       7.2343   691.0
1.0600           3.5387      -3.8101       7.3487   701.9
1.0610           3.4872      -3.9172       7.4044   707.2
1.0620           3.4872      -4.0252       7.5124   717.5
1.0630           3.4575      -4.1330       7.5905   725.0
1.0640           3.4151      -4.2390       7.6541   731.0
1.0650           3.3701      -4.3429       7.7130   736.7
1.0660           3.3712      -4.4449       7.8161   746.5
1.0670           3.3667      -4.5446       7.9113   755.6
1.0680           3.3484      -4.6411       7.9896   763.1
1.0690           3.2905      -4.7342       8.0247   766.4
1.0700           3.2278      -4.8233       8.0511   769.0
1.0710           3.2054      -4.9087       8.1141   775.0
1.0720           3.2009      -4.9906       8.1915   782.4
1.0730           3.1956      -5.0692       8.2647   789.4
1.0740           3.1287      -5.1440       8.2726   790.1
1.0750           3.0629      -5.2154       8.2783   790.7
1.0760           3.0559      -5.2825       8.3384   796.4
1.0770           3.0032      -5.3446       8.3478   797.3
1.0780           2.9659      -5.4012       8.3671   799.1
1.0790           2.9966      -5.4520       8.4486   806.9
1.0800           3.0177      -5.4965       8.5142   813.2
1.0810           2.9773      -5.5348       8.5121   813.0
1.0820           2.9257      -5.5663       8.4920   811.1
1.0830           2.8831      -5.5908       8.4739   809.3
1.0840           2.8881      -5.6078       8.4959   811.4
1.0850           2.8626      -5.6167       8.4793   809.9
1.0860           2.9044      -5.6180       8.5223   814.0
1.0870           2.8941      -5.6115       8.5056   812.4
1.0880           2.8997      -5.5974       8.4971   811.6
1.0890           2.8628      -5.5755       8.4384   806.0
1.0900           2.7940      -5.5472       8.3411   796.7
1.0910           2.7869      -5.5135       8.3004   792.8
1.0920           2.7715      -5.4758       8.2473   787.7
1.0930           2.7525      -5.4351       8.1876   782.0
1.0940           2.7167      -5.3940       8.1106   774.7
1.0950           2.7013      -5.3536       8.0549   769.3
1.0960           2.6718      -5.3145       7.9863   762.8
1.0970           2.6666      -5.2785       7.9451   758.8
1.0980           2.6387      -5.2451       7.8838   753.0
1.0990           2.6396      -5.2160       7.8556   750.3
1.1000           2.6264      -5.1903       7.8167   746.6
1.1010           2.5666      -5.1680       7.7347   738.7
1.1020           2.5234      -5.1488       7.6722   732.8
1.1030           2.4904      -5.1317       7.6221   728.0
1.1040           2.4400      -5.1156       7.5556   721.6
1.1050           2.3846      -5.0992       7.4839   714.8
1.1060           2.3482      -5.0827       7.4310   709.7
1.1070           2.3391      -5.0657       7.4048   707.2
1.1080           2.2894      -5.0482       7.3376   700.8
1.1090           2.2938      -5.0296       7.3234   699.5
1.1100           2.2744      -5.0115       7.2859   695.9
1.1110           2.2314      -4.9938       7.2251   690.1
1.1120           2.1848      -4.9759       7.1606   683.9
1.1130           2.1913      -4.9588       7.1501   682.9
1.1140           2.1610      -4.9431       7.1041   678.5
1.1150           2.1168      -4.9292       7.0461   673.0
1.1160           2.0692      -4.9174       6.9865   667.3
1.1170           2.0802      -4.9078       6.9880   667.4
1.1180           2.0898      -4.9004       6.9902   667.6
1.1190           2.0766      -4.8958       6.9724   665.9
1.1200           2.0933      -4.8944       6.9877   667.4
1.1210           2.1179      -4.8963       7.0142   669.9
1.1220           2.0705      -4.9013       6.9718   665.9
1.1230           2.0726      -4.9083       6.9809   666.8
1.1240           2.0786      -4.9174       6.9960   668.2
1.1250           2.0345      -4.9276       6.9621   665.0
1.1260           2.0033      -4.9400       6.9433   663.2
1.1270           1.9809      -4.9543       6.9352   662.4
1.1280           1.9889      -4.9697       6.9586   664.6
1.1290           1.9727      -4.9854       6.9581   664.6
1.1300           1.9931      -5.0028       6.9959   668.2
1.1310           2.0132      -5.0210       7.0342   671.8
1.1320           1.9850      -5.0391       7.0241   670.9
1.1330           1.9589      -5.0580       7.0169   670.2
1.1340           1.9440      -5.0778       7.0219   670.7
1.1350           1.8935      -5.0972       6.9907   667.7
1.1360           1.8953      -5.1154       7.0107   669.6
1.1370           1.9118      -5.1337       7.0455   672.9
1.1380           1.8869      -5.1517       7.0386   672.3
1.1390           1.8342      -5.1690       7.0031   668.9
1.1400           1.8393      -5.1856       7.0248   670.9
1.1410           1.8372      -5.2016       7.0389   672.3
1.1420           1.8603      -5.2181       7.0783   676.1
1.1430           1.8476      -5.2349       7.0825   676.4
1.1440           1.8303      -5.2518       7.0822   676.4
1.1450           1.7772      -5.2692       7.0464   673.0
1.1460           1.8012      -5.2868       7.0880   677.0
1.1470           1.7988      -5.3042       7.1030   678.4
1.1480           1.8223      -5.3220       7.1443   682.4
1.1490           1.7876      -5.3405       7.1281   680.8
1.1500           1.8132      -5.3589       7.1721   685.0
1.1510           1.8327      -5.3784       7.2111   688.7
1.1520           1.7876      -5.3992       7.1868   686.4
1.1530           1.7297      -5.4209       7.1506   683.0
1.1540           1.7273      -5.4433       7.1707   684.9
1.1550           1.7229      -5.4670       7.1899   686.7
1.1560           1.6893      -5.4913       7.1805   685.8
1.1570           1.6687      -5.5161       7.1848   686.2
1.1580           1.6818      -5.5407       7.2225   689.8
1.1590           1.6297      -5.5650       7.1947   687.2
1.1600           1.6455      -5.5897       7.2352   691.0
1.1610           1.6438      -5.6147       7.2585   693.3
1.1620           1.6430      -5.6398       7.2828   695.6
1.1630           1.6554      -5.6644       7.3198   699.1
1.1640           1.6526      -5.6879       7.3404   701.1
1.1650           1.6699      -5.7097       7.3796   704.8
1.1660           1.6369      -5.7296       7.3665   703.6
1.1670           1.5751      -5.7477       7.3228   699.4
1.1680           1.5851      -5.7645       7.3496   702.0
1.1690           1.5346      -5.7795       7.3141   698.6
1.1700           1.5139      -5.7929       7.3068   697.9
1.1710           1.4798      -5.8043       7.2841   695.7
1.1720           1.4221      -5.8141       7.2362   691.1
1.1730           1.3821      -5.8227       7.2048   688.1
1.1740           1.3881      -5.8298       7.2179   689.4
1.1750           1.4215      -5.8356       7.2571   693.1
1.1760           1.3831      -5.8395       7.2225   689.8
1.1770           1.3258      -5.8413       7.1671   684.5
1.1780           1.2901      -5.8418       7.1318   681.2
1.1790           1.3099      -5.8410       7.1509   683.0
1.1800           1.3489      -5.8390       7.1880   686.5
1.1810           1.3464      -5.8356       7.1820   686.0
1.1820           1.3328      -5.8304       7.1632   684.2
1.1830           1.3121      -5.8235       7.1357   681.5
1.1840           1.2485      -5.8158       7.0642   674.7
1.1850           1.2636      -5.8071       7.0708   675.3
1.1860           1.2693      -5.7972       7.0665   674.9
1.1870           1.2257      -5.7857       7.0113   669.7
1.1880           1.2127      -5.7734       6.9861   667.2
1.1890           1.2440      -5.7604       7.0045   669.0
1.1900           1.2228      -5.7471       6.9700   665.7
1.1910           1.2600      -5.7325       6.9925   667.9
1.1920           1.2440      -5.7177       6.9616   664.9
1.1930           1.2646      -5.7031       6.9677   665.5
1.1940           1.2756      -5.6883       6.9638   665.1
1.1950           1.2731      -5.6729       6.9460   663.4
1.1960           1.3127      -5.6579       6.9706   665.8
1.1970           1.3088      -5.6435       6.9523   664.0
1.1980           1.3227      -5.6296       6.9523   664.0
1.1990           1.2277      -5.6160       6.8437   653.6
1.2000           1.2741      -5.6026       6.8768   656.8
1.2010           1.2162      -5.5901       6.8063   650.1
1.2020           1.1920      -5.5793       6.7712   646.7
1.2030           1.1663      -5.5703       6.7366   643.4
1.2040           1.1510      -5.5640       6.7150   641.4
1.2050           1.1492      -5.5606       6.7098   640.9
1.2060           1.1665      -5.5602       6.7267   642.5
1.2070           1.1096      -5.5628       6.6724   637.3
1.2080           1.1269      -5.5682       6.6951   639.5
1.2090           1.0605      -5.5761       6.6366   633.9
1.2100           1.0674      -5.5856       6.6530   635.4
1.2110           1.0982      -5.5970       6.6951   639.5
1.2120           1.0866      -5.6100       6.6966   639.6
1.2130           1.1070      -5.6232       6.7301   642.8
1.2140           1.0872      -5.6368       6.7240   642.2
1.2150           1.0531      -5.6493       6.7024   640.2
1.2160           1.0236      -5.6611       6.6847   638.5
1.2170           1.0198      -5.6724       6.6922   639.2
1.2180           0.9687      -5.6819       6.6506   635.2
1.2190           0.9838      -5.6896       6.6734   637.4
1.2200           0.9660      -5.6957       6.6617   636.3
1.2210           0.9737      -5.6990       6.6726   637.3
1.2220           0.9757      -5.6997       6.6754   637.6
1.2230           0.9314      -5.6982       6.6296   633.2
1.2240           0.9418      -5.6941       6.6360   633.8
1.2250           0.9042      -5.6877       6.5919   629.6
1.2260           0.9075      -5.6789       6.5864   629.1
1.2270           0.8430      -5.6675       6.5104   621.8
1.2280           0.8376      -5.6541       6.4917   620.0
1.2290           0.8407      -5.6393       6.4799   618.9
1.2300           0.8618      -5.6222       6.4841   619.3
1.2310           0.8407      -5.6030       6.4437   615.4
1.2320           0.8049      -5.5817       6.3867   610.0
1.2330           0.7737      -5.5590       6.3327   604.8
1.2340           0.7600      -5.5346       6.2946   601.2
1.2350           0.7440      -5.5096       6.2536   597.3
1.2360           0.7322      -5.4836       6.2158   593.7
1.2370           0.7607      -5.4568       6.2175   593.8
1.2380           0.7573      -5.4302       6.1875   591.0
1.2390           0.7472      -5.4045       6.1518   587.6
1.2400           0.7238      -5.3793       6.1031   582.9
1.2410           0.7501      -5.3543       6.1044   583.0
1.2420           0.7758      -5.3301       6.1059   583.2
1.2430           0.7615      -5.3076       6.0691   579.7
1.2440           0.7206      -5.2874       6.0080   573.8
1.2450           0.7458      -5.2694       6.0152   574.5
1.2460           0.6903      -5.2540       5.9443   567.7
1.2470           0.6445      -5.2413       5.8858   562.2
1.2480           0.5965      -5.2324       5.8288   556.7
1.2490           0.5657      -5.2271       5.7928   553.3
1.2500           0.5968      -5.2253       5.8221   556.1
1.2510           0.6087      -5.2273       5.8359   557.4
1.2520           0.6151      -5.2326       5.8477   558.5
1.2530           0.6153      -5.2410       5.8562   559.3
1.2540           0.6252      -5.2516       5.8768   561.3
1.2550           0.5995      -5.2651       5.8646   560.1
1.2560           0.5486      -5.2805       5.8291   556.7
1.2570           0.5194      -5.2977       5.8171   555.6
1.2580           0.5463      -5.3161       5.8624   559.9
1.2590           0.5004      -5.3353       5.8357   557.4
1.2600           0.5252      -5.3552       5.8804   561.6
1.2610           0.5500      -5.3755       5.9255   565.9
1.2620           0.5555      -5.3961       5.9517   568.4
1.2630           0.5624      -5.4161       5.9785   571.0
1.2640           0.5477      -5.4356       5.9834   571.5
1.2650           0.4873      -5.4541       5.9414   567.5
1.2660           0.4696      -5.4715       5.9411   567.4
1.2670           0.3914      -5.4872       5.8787   561.5
1.2680           0.3776      -5.5014       5.8790   561.5
1.2690           0.3605      -5.5139       5.8744   561.1
1.2700           0.3355      -5.5240       5.8594   559.6
1.2710           0.3381      -5.5325       5.8706   560.7
1.2720           0.3406      -5.5393       5.8799   561.6
1.2730           0.3671      -5.5451       5.9122   564.7
1.2740           0.3837      -5.5491       5.9328   566.6
1.2750           0.4240      -5.5512       5.9751   570.7
1.2760           0.4076      -5.5515       5.9591   569.2
1.2770           0.3516      -5.5501       5.9017   563.7
1.2780           0.3574      -5.5472       5.9046   564.0
1.2790           0.3874      -5.5431       5.9305   566.4
1.2800           0.3505      -5.5383       5.8888   562.4
1.2810           0.3780      -5.5325       5.9105   564.5
1.2820           0.3734      -5.5264       5.8998   563.5
1.2830           0.3622      -5.5213       5.8836   561.9
1.2840           0.3900      -5.5168       5.9068   564.2
1.2850           0.3301      -5.5139       5.8440   558.2
1.2860           0.3680      -5.5115       5.8795   561.6
1.2870           0.3240      -5.5098       5.8338   557.2
1.2880           0.2753      -5.5092       5.7845   552.5
1.2890           0.2625      -5.5097       5.7722   551.3
1.2900           0.2609      -5.5111       5.7719   551.3
1.2910           0.2125      -5.5128       5.7253   546.8
1.2920           0.2259      -5.5153       5.7411   548.3
1.2930           0.2024      -5.5188       5.7211   546.4
1.2940           0.2292      -5.5231       5.7523   549.4
1.2950           0.2329      -5.5278       5.7607   550.2
1.2960           0.2206      -5.5329       5.7535   549.5
1.2970           0.1770      -5.5383       5.7154   545.9
1.2980           0.1396      -5.5444       5.6840   542.9
1.2990           0.1406      -5.5514       5.6920   543.6
1.3000           0.0974      -5.5590       5.6564   540.2
1.3010           0.1168      -5.5665       5.6833   542.8
1.3020           0.0973      -5.5736       5.6709   541.6
1.3030           0.0916      -5.5813       5.6729   541.8
1.3040           0.1289      -5.5897       5.7186   546.2
1.3050           0.1021      -5.5986       5.7007   544.5
1.3060           0.1281      -5.6072       5.7353   547.8
1.3070           0.1188      -5.6167       5.7355   547.8
1.3080           0.0760      -5.6269       5.7028   544.7
1.3090           0.0488      -5.6371       5.6860   543.1
1.3100           0.0177      -5.6480       5.6658   541.1
1.3110          -0.0042      -5.6596       5.6554   540.2
1.3120           0.0128      -5.6721       5.6849   543.0
1.3130           0.0332      -5.6855       5.7187   546.2
1.3140          -0.0052      -5.6995       5.6943   543.9
1.3150          -0.0172      -5.7130       5.6957   544.0
1.3160          -0.0203      -5.7264       5.7061   545.0
1.3170          -0.0287      -5.7394       5.7106   545.4
1.3180          -0.0628      -5.7522       5.6893   543.4
1.3190          -0.1005      -5.7643       5.6639   541.0
1.3200          -0.1424      -5.7756       5.6332   538.0
1.3210          -0.2327      -5.7861       5.5534   530.4
1.3220          -0.2436      -5.7960       5.5524   530.3
1.3230          -0.2415      -5.8051       5.5637   531.4
1.3240          -0.2491      -5.8129       5.5638   531.4
1.3250          -0.2326      -5.8192       5.5866   533.6
1.3260          -0.2858      -5.8245       5.5387   529.0
1.3270          -0.2766      -5.8288       5.5522   530.3
1.3280          -0.2620      -5.8324       5.5705   532.0
1.3290          -0.2437      -5.8353       5.5916   534.1
1.3300          -0.2468      -5.8376       5.5908   534.0
1.3310          -0.2616      -5.8399       5.5783   532.8
1.3320          -0.2590      -5.8426       5.5836   533.3
1.3330          -0.2745      -5.8455       5.5710   532.1
1.3340          -0.2840      -5.8489       5.5649   531.5
1.3350          -0.3301      -5.8527       5.5226   527.5
1.3360          -0.3559      -5.8574       5.5015   525.5
1.3370          -0.3393      -5.8625       5.5232   527.5
1.3380          -0.3532      -5.8681       5.5148   526.7
1.3390          -0.3828      -5.8744       5.4917   524.5
1.3400          -0.3555      -5.8811       5.5256   527.8
1.3410          -0.3487      -5.8878       5.5391   529.0
1.3420          -0.3868      -5.8956       5.5088   526.1
1.3430          -0.3766      -5.9037       5.5271   527.9
1.3440          -0.3741      -5.9123       5.5382   529.0
1.3450          -0.3597      -5.9213       5.5617   531.2
1.3460          -0.3626      -5.9311       5.5685   531.8
1.3470          -0.3939      -5.9413       5.5474   529.8
1.3480          -0.4343      -5.9517       5.5173   527.0
1.3490          -0.4532      -5.9614       5.5083   526.1
1.3500          -0.4470      -5.9710       5.5241   527.6
1.3510          -0.4805      -5.9804       5.5000   525.3
1.3520          -0.4587      -5.9896       5.5309   528.3
1.3530          -0.4922      -5.9981       5.5058   525.9
1.3540          -0.5186      -6.0056       5.4871   524.1
1.3550          -0.4904      -6.0123       5.5220   527.4
1.3560          -0.4954      -6.0175       5.5221   527.4
1.3570          -0.5202      -6.0210       5.5008   525.4
1.3580          -0.5492      -6.0230       5.4738   522.8
1.3590          -0.5529      -6.0229       5.4700   522.4
1.3600          -0.5819      -6.0206       5.4387   519.5
1.3610          -0.6147      -6.0165       5.4018   515.9
1.3620          -0.6005      -6.0102       5.4097   516.7
1.3630          -0.5457      -6.0019       5.4562   521.1
1.3640          -0.5450      -5.9912       5.4462   520.2
1.3650          -0.5498      -5.9783       5.4284   518.5
1.3660          -0.6058      -5.9627       5.3569   511.6
1.3670          -0.5977      -5.9450       5.3472   510.7
1.3680          -0.5682      -5.9253       5.3572   511.7
1.3690          -0.5664      -5.9038       5.3374   509.8
1.3700          -0.6028      -5.8810       5.2783   504.1
1.3710          -0.6024      -5.8572       5.2548   501.9
1.3720          -0.5845      -5.8323       5.2478   501.2
1.3730          -0.6337      -5.8068       5.1731   494.1
1.3740          -0.6479      -5.7810       5.1331   490.3
1.3750          -0.6414      -5.7546       5.1132   488.4
1.3760          -0.6294      -5.7278       5.0984   487.0
1.3770          -0.6548      -5.7004       5.0456   481.9
1.3780          -0.6380      -5.6731       5.0351   480.9
1.3790          -0.6707      -5.6460       4.9753   475.2
1.3800          -0.6601      -5.6199       4.9598   473.7
1.3810          -0.6510      -5.5950       4.9440   472.2
1.3820          -0.6778      -5.5709       4.8931   467.3
1.3830          -0.7068      -5.5476       4.8408   462.4
1.3840          -0.7165      -5.5251       4.8086   459.3
1.3850          -0.7362      -5.5032       4.7670   455.3
1.3860          -0.7613      -5.4812       4.7199   450.8
1.3870          -0.7262      -5.4591       4.7329   452.0
1.3880          -0.7081      -5.4371       4.7290   451.7
1.3890          -0.7481      -5.4155       4.6674   445.8
1.3900          -0.7511      -5.3941       4.6430   443.5
1.3910          -0.7647      -5.3720       4.6074   440.1
1.3920          -0.7333      -5.3487       4.6154   440.8
1.3930          -0.7098      -5.3251       4.6153   440.8
1.3940          -0.7165      -5.3017       4.5853   437.9
1.3950          -0.7034      -5.2788       4.5754   437.0
1.3960          -0.6962      -5.2566       4.5604   435.6
1.3970          -0.7199      -5.2352       4.5153   431.3
1.3980          -0.7152      -5.2138       4.4986   429.7
1.3990          -0.7212      -5.1924       4.4712   427.0
1.4000          -0.7412      -5.1721       4.4309   423.2
