Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5510          11.9428      -1.1227      13.0655  1247.9
0.5520          11.9090      -1.1900      13.0989  1251.1
0.5530          11.8402      -1.2514      13.0916  1250.4
0.5540          11.8208      -1.3069      13.1277  1253.8
0.5550          11.8608      -1.3567      13.2175  1262.4
0.5560          11.8078      -1.4005      13.2084  1261.5
0.5570          11.7934      -1.4386      13.2320  1263.8
0.5580          11.7735      -1.4711      13.2447  1265.0
0.5590          11.7659      -1.5004      13.2663  1267.1
0.5600          11.7273      -1.5249      13.2521  1265.7
0.5610          11.7013      -1.5437      13.2450  1265.0
0.5620          11.6476      -1.5559      13.2035  1261.1
0.5630          11.6530      -1.5614      13.2143  1262.1
0.5640          11.6409      -1.5596      13.2005  1260.8
0.5650          11.6057      -1.5502      13.1560  1256.5
0.5660          11.5215      -1.5335      13.0550  1246.9
0.5670          11.5240      -1.5089      13.0329  1244.8
0.5680          11.4882      -1.4762      12.9643  1238.2
0.5690          11.4726      -1.4371      12.9097  1233.0
0.5700          11.4100      -1.3931      12.8031  1222.8
0.5710          11.3933      -1.3452      12.7385  1216.7
0.5720          11.4367      -1.2941      12.7308  1215.9
0.5730          11.4045      -1.2404      12.6449  1207.7
0.5740          11.4042      -1.1856      12.5898  1202.5
0.5750          11.4232      -1.1312      12.5544  1199.1
0.5760          11.4131      -1.0776      12.4907  1193.0
0.5770          11.3876      -1.0265      12.4141  1185.7
0.5780          11.3448      -0.9786      12.3235  1177.0
0.5790          11.3209      -0.9360      12.2569  1170.7
0.5800          11.3296      -0.8981      12.2277  1167.9
0.5810          11.3746      -0.8656      12.2402  1169.1
0.5820          11.3944      -0.8387      12.2332  1168.4
0.5830          11.3581      -0.8183      12.1765  1163.0
0.5840          11.3239      -0.8045      12.1284  1158.4
0.5850          11.2841      -0.7986      12.0827  1154.0
0.5860          11.2946      -0.8000      12.0946  1155.2
0.5870          11.2960      -0.8091      12.1051  1156.2
0.5880          11.1823      -0.8255      12.0078  1146.9
0.5890          11.1275      -0.8495      11.9770  1143.9
0.5900          11.1328      -0.8807      12.0136  1147.4
0.5910          11.0604      -0.9164      11.9769  1143.9
0.5920          11.0822      -0.9567      12.0389  1149.8
0.5930          11.0296      -1.0014      12.0310  1149.1
0.5940          10.9902      -1.0527      12.0429  1150.2
0.5950          10.9662      -1.1098      12.0760  1153.4
0.5960          10.9248      -1.1712      12.0960  1155.3
0.5970          10.9469      -1.2377      12.1846  1163.8
0.5980          10.8961      -1.3094      12.2056  1165.8
0.5990          10.8574      -1.3851      12.2425  1169.3
0.6000          10.8594      -1.4646      12.3240  1177.1
0.6010          10.9013      -1.5446      12.4460  1188.7
0.6020          10.8836      -1.6248      12.5085  1194.7
0.6030          10.7896      -1.7040      12.4936  1193.3
0.6040          10.7052      -1.7801      12.4853  1192.5
0.6050          10.6658      -1.8524      12.5182  1195.6
0.6060          10.5804      -1.9219      12.5024  1194.1
0.6070          10.5566      -1.9872      12.5438  1198.1
0.6080          10.5243      -2.0478      12.5721  1200.8
0.6090          10.4727      -2.1033      12.5761  1201.1
0.6100          10.4576      -2.1530      12.6106  1204.4
0.6110          10.4409      -2.1964      12.6373  1207.0
0.6120          10.3725      -2.2337      12.6063  1204.0
0.6130          10.3267      -2.2634      12.5901  1202.5
0.6140          10.2486      -2.2854      12.5340  1197.1
0.6150          10.2002      -2.2996      12.4998  1193.9
0.6160          10.1440      -2.3057      12.4497  1189.1
0.6170          10.1572      -2.3030      12.4602  1190.1
0.6180          10.1109      -2.2915      12.4023  1184.6
0.6190          10.1522      -2.2706      12.4229  1186.5
0.6200          10.0724      -2.2390      12.3115  1175.9
0.6210          10.0387      -2.1962      12.2349  1168.6
0.6220          10.0684      -2.1436      12.2120  1166.4
0.6230          10.0076      -2.0828      12.0904  1154.8
0.6240          10.0069      -2.0163      12.0232  1148.3
0.6250           9.9915      -1.9477      11.9392  1140.3
0.6260           9.9996      -1.8824      11.8820  1134.9
0.6270           9.9494      -1.8253      11.7747  1124.6
0.6280           9.9401      -1.7839      11.7240  1119.8
0.6290           9.9338      -1.7630      11.6968  1117.2
0.6300           9.8807      -1.7670      11.6477  1112.5
0.6310           9.8380      -1.7994      11.6374  1111.5
0.6320           9.8541      -1.8592      11.7133  1118.7
0.6330           9.8809      -1.9410      11.8219  1129.1
0.6340           9.8294      -2.0399      11.8692  1133.6
0.6350           9.7737      -2.1490      11.9227  1138.7
0.6360           9.7919      -2.2612      12.0531  1151.2
0.6370           9.7411      -2.3702      12.1113  1156.8
0.6380           9.6967      -2.4707      12.1674  1162.1
0.6390           9.7447      -2.5598      12.3046  1175.2
0.6400           9.7710      -2.6353      12.4062  1184.9
0.6410           9.7815      -2.6950      12.4765  1191.6
0.6420           9.7396      -2.7387      12.4783  1191.8
0.6430           9.6425      -2.7671      12.4096  1185.2
0.6440           9.6185      -2.7822      12.4006  1184.4
0.6450           9.5887      -2.7845      12.3732  1181.8
0.6460           9.5509      -2.7749      12.3259  1177.3
0.6470           9.5212      -2.7550      12.2762  1172.5
0.6480           9.5105      -2.7267      12.2373  1168.8
0.6490           9.4996      -2.6909      12.1905  1164.3
0.6500           9.5237      -2.6491      12.1727  1162.6
0.6510           9.5568      -2.6015      12.1583  1161.2
0.6520           9.4906      -2.5492      12.0398  1149.9
0.6530           9.4785      -2.4936      11.9721  1143.5
0.6540           9.4599      -2.4354      11.8953  1136.1
0.6550           9.4386      -2.3741      11.8127  1128.2
0.6560           9.3651      -2.3100      11.6751  1115.1
0.6570           9.3356      -2.2453      11.5809  1106.1
0.6580           9.3657      -2.1801      11.5457  1102.7
0.6590           9.3874      -2.1143      11.5017  1098.5
0.6600           9.3941      -2.0472      11.4413  1092.8
0.6610           9.3384      -1.9796      11.3180  1081.0
0.6620           9.3137      -1.9111      11.2248  1072.1
0.6630           9.2740      -1.8417      11.1157  1061.7
0.6640           9.1997      -1.7714      10.9711  1047.9
0.6650           9.1781      -1.7013      10.8795  1039.1
0.6660           9.1342      -1.6312      10.7654  1028.2
0.6670           9.0850      -1.5623      10.6473  1016.9
0.6680           9.0324      -1.4955      10.5279  1005.5
0.6690           8.9883      -1.4325      10.4207   995.3
0.6700           8.9887      -1.3747      10.3634   989.8
0.6710           8.9679      -1.3216      10.2896   982.8
0.6720           8.9373      -1.2766      10.2139   975.5
0.6730           8.9216      -1.2409      10.1625   970.6
0.6740           8.9795      -1.2148      10.1943   973.7
0.6750           8.9464      -1.1981      10.1445   968.9
0.6760           8.9046      -1.1906      10.0952   964.2
0.6770           8.9061      -1.1923      10.0984   964.5
0.6780           8.8955      -1.2021      10.0976   964.4
0.6790           8.9047      -1.2186      10.1232   966.9
0.6800           8.8277      -1.2395      10.0672   961.5
0.6810           8.8244      -1.2650      10.0894   963.6
0.6820           8.8312      -1.2926      10.1238   966.9
0.6830           8.8120      -1.3222      10.1342   967.9
0.6840           8.7514      -1.3528      10.1042   965.1
0.6850           8.7578      -1.3849      10.1427   968.7
0.6860           8.7228      -1.4164      10.1391   968.4
0.6870           8.7176      -1.4463      10.1640   970.8
0.6880           8.6530      -1.4736      10.1266   967.2
0.6890           8.6341      -1.4976      10.1318   967.7
0.6900           8.6160      -1.5180      10.1340   967.9
0.6910           8.6126      -1.5357      10.1483   969.3
0.6920           8.6514      -1.5517      10.2032   974.5
0.6930           8.5704      -1.5646      10.1350   968.0
0.6940           8.5670      -1.5747      10.1417   968.6
0.6950           8.5662      -1.5835      10.1497   969.4
0.6960           8.5999      -1.5900      10.1899   973.2
0.6970           8.5593      -1.5941      10.1534   969.8
0.6980           8.4930      -1.5951      10.0881   963.5
0.6990           8.3920      -1.5946       9.9866   953.8
0.7000           8.3781      -1.5928       9.9709   952.3
0.7010           8.3758      -1.5902       9.9660   951.9
0.7020           8.3130      -1.5854       9.8984   945.4
0.7030           8.3424      -1.5774       9.9198   947.4
0.7040           8.3512      -1.5658       9.9170   947.2
0.7050           8.3954      -1.5503       9.9458   949.9
0.7060           8.3549      -1.5298       9.8847   944.1
0.7070           8.3878      -1.5017       9.8894   944.5
0.7080           8.4246      -1.4663       9.8908   944.7
0.7090           8.4185      -1.4247       9.8433   940.1
0.7100           8.4352      -1.3769       9.8122   937.2
0.7110           8.4414      -1.3225       9.7638   932.5
0.7120           8.3929      -1.2636       9.6565   922.3
0.7130           8.3857      -1.2017       9.5874   915.7
0.7140           8.3874      -1.1373       9.5247   909.7
0.7150           8.3552      -1.0714       9.4266   900.3
0.7160           8.3703      -1.0087       9.3790   895.8
0.7170           8.3169      -0.9511       9.2679   885.2
0.7180           8.3403      -0.9000       9.2403   882.5
0.7190           8.3208      -0.8574       9.1782   876.6
0.7200           8.3322      -0.8238       9.1560   874.5
0.7210           8.2887      -0.8004       9.0891   868.1
0.7220           8.2904      -0.7875       9.0780   867.0
0.7230           8.2939      -0.7848       9.0787   867.1
0.7240           8.3196      -0.7919       9.1114   870.2
0.7250           8.3669      -0.8092       9.1761   876.4
0.7260           8.3496      -0.8340       9.1836   877.1
0.7270           8.3493      -0.8665       9.2158   880.2
0.7280           8.4126      -0.9057       9.3184   890.0
0.7290           8.3901      -0.9509       9.3410   892.2
0.7300           8.3334      -1.0020       9.3354   891.6
0.7310           8.3026      -1.0573       9.3599   894.0
0.7320           8.3191      -1.1148       9.4339   901.0
0.7330           8.3359      -1.1736       9.5095   908.3
0.7340           8.3678      -1.2343       9.6021   917.1
0.7350           8.3085      -1.2965       9.6050   917.4
0.7360           8.2962      -1.3609       9.6571   922.4
0.7370           8.3327      -1.4257       9.7584   932.0
0.7380           8.2767      -1.4915       9.7681   933.0
0.7390           8.2771      -1.5581       9.8352   939.4
0.7400           8.2621      -1.6246       9.8867   944.3
0.7410           8.2526      -1.6901       9.9427   949.6
0.7420           8.2117      -1.7520       9.9637   951.6
0.7430           8.1918      -1.8114      10.0032   955.4
0.7440           8.1733      -1.8686      10.0418   959.1
0.7450           8.1625      -1.9231      10.0856   963.3
0.7460           8.1230      -1.9751      10.0981   964.5
0.7470           8.0659      -2.0246      10.0905   963.7
0.7480           8.0313      -2.0708      10.1021   964.9
0.7490           8.0164      -2.1135      10.1299   967.5
0.7500           7.9658      -2.1518      10.1176   966.3
0.7510           7.9953      -2.1854      10.1808   972.4
0.7520           7.9618      -2.2158      10.1776   972.1
0.7530           7.9472      -2.2425      10.1898   973.2
0.7540           7.9017      -2.2653      10.1670   971.1
0.7550           7.7943      -2.2847      10.0789   962.6
0.7560           7.7892      -2.3016      10.0908   963.8
0.7570           7.8539      -2.3170      10.1710   971.4
0.7580           7.8347      -2.3306      10.1653   970.9
0.7590           7.8040      -2.3422      10.1462   969.1
0.7600           7.7889      -2.3519      10.1408   968.6
0.7610           7.7700      -2.3606      10.1306   967.6
0.7620           7.7788      -2.3695      10.1483   969.3
0.7630           7.7139      -2.3769      10.0908   963.8
0.7640           7.7413      -2.3844      10.1256   967.1
0.7650           7.7434      -2.3910      10.1344   967.9
0.7660           7.7854      -2.3965      10.1819   972.5
0.7670           7.7484      -2.4009      10.1493   969.4
0.7680           7.7431      -2.4052      10.1483   969.3
0.7690           7.7618      -2.4090      10.1707   971.4
0.7700           7.7167      -2.4115      10.1282   967.3
0.7710           7.7305      -2.4128      10.1434   968.8
0.7720           7.7107      -2.4139      10.1246   967.0
0.7730           7.6594      -2.4140      10.0734   962.1
0.7740           7.6078      -2.4135      10.0213   957.1
